title,authors,publication_date,first_seen_date,relevance_decision,relevance_score,tags,sources,url,doi,arxiv_id,publication_year,publication_date_precision,publication_date_source,publication_date_confidence,effective_sort_date,publication_status,quality_status,quality_rationale,quality_uncertainty,quality_full_text_assessed,quality_score,quality_recommendation,quality_confidence,quality_assessment_scope,quality_paper_type,quality_assessment_version,quality_rubric_version,quality_assessor_type,quality_assessor_model,quality_assessed_at,quality_summary,quality_strengths,quality_concerns,quality_missing_information,quality_score_cap,quality_score_cap_reason,combined_rank_score,quality_downranked,quality_suppressed,latest_revision_date,source_updated_date,first_seen_at
Benchmarking Agents for Proving Theorems in Quantum Algorithms and Quantum Information,"Lei Zhang, Yusheng Zhao, Y Cao, Ranyiliu Chen, Mingrui Jing, Jizhe Lai, Tang Z, Jingu Xie, H F Yao, X Zhao, Guocheng Zhen, C Zhu, Xin Wang",2026-07-23,2026-07-24,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2607.21533,10.48550/arxiv.2607.21533,2607.21533,2026,day,openalex,medium,2026-07-23,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-28,2026-07-24 08:46:56
Is Deep Research Reliable? Misleading Knowledge Induces False Conclusions,"Pengyu Zhu, Lijun Li, Longju Yang, S . Su",2026-07-23,2026-07-24,relevant,93,deep-research-agents; benchmark,openalex; arxiv,https://arxiv.org/abs/2607.20891,10.48550/arxiv.2607.20891,2607.20891,2026,day,openalex,medium,2026-07-23,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-28,2026-07-24 08:46:50
LegalCiteTrust: Benchmarking Citation Trustworthiness in Chinese Long-Form Legal Research Reports,"Yunhan Li, M Xie, Zeyang Shi, Gengshen Wu, Min Yang",2026-07-23,2026-07-24,relevant,93,citation-grounding; deep-research-agents,openalex; arxiv,https://doi.org/10.48550/arxiv.2607.20872,10.48550/arxiv.2607.20872,2607.20872,2026,day,openalex,medium,2026-07-23,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-28,2026-07-24 08:46:50
AREX: Towards a Recursively Self-Improving Agent for Deep Research,"S Lu, Chaofan Li, Kun Luo, Zhang Zhang, Hui Wang, Hongwang Xiao, Lei Xiong, Jiahao Wang, Jiahao Wang, Xiyan Jiang, Wanli Li, Yuyang Hu, Hongjin Qian, Bingyu Yan, Jianlyu Chen, Ziyi Xia, Yingxia Shao, Kang Liu, Zhicheng Dou, Di He, Chaozhuo Li, Qiwei Ye, Zhongyuan Wang, Zheng Liu",2026-07-23,2026-07-24,relevant,91,deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2607.21461,10.48550/arxiv.2607.21461,2607.21461,2026,day,openalex,medium,2026-07-23,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-29,2026-07-24 08:46:50
Cracking a 600-Year-Old Mystery with Geometry: The Voynich Manuscript Finally Speaks — An Ô-HAT Cross-Language Phase-Space Analysis,DR,2026-07-22,2026-07-24,relevant,91,deep-research-agents,openalex,https://doi.org/10.5281/zenodo.21493208,10.5281/zenodo.21493208,,2026,day,openalex,medium,2026-07-22,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-23,2026-07-24 08:47:00
Artificial Intelligence for Water Sustainability and Climate Adaptation in Small Island States,Michelle Shah,2026-07-21,2026-07-26,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.70593/978-93-7185-684-3,10.70593/978-93-7185-684-3,,2026,day,openalex,medium,2026-07-21,unknown,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-24,2026-07-26 08:41:54
SciHazard: A Benchmark for Measuring Scientific Safety Risks with Decomposed Harm Scoring,"Chunxiao Li, Y L Xiong, Lijun Li, Tianyi Du, Wenlong Zhang, Lei Bai, Jing Shao",2026-07-21,2026-07-22,relevant,93,deep-research-agents; benchmark,openalex; arxiv,https://arxiv.org/abs/2607.18665,10.48550/arxiv.2607.18665,2607.18665,2026,day,openalex,medium,2026-07-21,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-25,2026-07-22 08:47:27
PEARL: Auditable Repair for Scientific Reasoning Graph Extraction,"Bohan Su, Pengze Li, Ye Lu, Xi Chen",2026-07-20,2026-07-21,relevant,98,ai-scientist; citation-grounding; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2607.17917,,2607.17917,2026,day,openalex,medium,2026-07-20,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9800,False,False,,2026-07-23,2026-07-21 08:48:39
DRNOISE: Benchmarking Deep Research Agents in Misleading Evidence Environments,"Jun Nie, Zhiqin Yang, Zhenheng Tang, Yonggang Zhang, Xi Chu, Xinmei Tian, Bo Han",2026-07-19,2026-07-21,relevant,91,deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2607.17291,10.48550/arxiv.2607.17291,2607.17291,2026,day,openalex,medium,2026-07-19,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-23,2026-07-21 08:48:33
Recent Advances in AI for Automated ICD Coding: A Systematic Literature Review,"Abdul Rehman Khalid, Haider Ali, Kounen Fathima, Kouayep Sonia Carole, Hee-Cheol Kim",2026-07-16,2026-07-18,relevant,93,citation-grounding; deep-research-agents,openalex,https://doi.org/10.1007/s10916-026-02429-7,10.1007/s10916-026-02429-7,,2026,day,openalex,medium,2026-07-16,peer_reviewed,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-21,2026-07-18 08:12:20
From AI-assisted writing to AI scientist authorship: a field record of agentic research orchestration in biophysics,"Hafumi Nishi, GPT-5.5 Pro, Codex, Claude Code, Research-Orchestrator",2026-07-15,2026-07-16,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.5281/zenodo.21352896,10.5281/zenodo.21352896,,2026,day,openalex,medium,2026-07-15,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-15,2026-07-16 08:37:30
Skin in the Game or Expensive Theater? Budget-Matched Verification Institutions for Autonomous Agent Economies,Ryosuke Shiroshita,2026-07-15,2026-07-21,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.5281/zenodo.21381192,10.5281/zenodo.21381192,,2026,day,openalex,medium,2026-07-15,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-16,2026-07-21 08:48:43
Analogical Deep Research: Retrieving and Integrating Historical Analogies for Foresight Analysis,"Yongqiang Chen, Guangyi Chen, Yuewen Sun, K Zhang",2026-07-15,2026-07-16,relevant,91,deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2607.13602,10.48550/arxiv.2607.13602,2607.13602,2026,day,openalex,medium,2026-07-15,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-18,2026-07-16 08:37:20
"Personalized Deep Research: A User-Centric Framework, Dataset, and Hybrid Evaluation for Knowledge Discovery","Xiaopeng Li, Wenlin Zhang, Yingyi Zhang, Pengyue Jia, Yejing Wang, Yichao Wang, Yong Liu, Huifeng Guo, Xiangyu Zhao",2026-07-15,2026-07-18,relevant,91,deep-research-agents,openalex,https://doi.org/10.1145/3805712.3808609,10.1145/3805712.3808609,,2026,day,openalex,medium,2026-07-15,unknown,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-17,2026-07-18 08:12:18
"Sustained Autonomous Research Agents in Biomedicine: ARIA, an 18-Week Multi-Domain Deployment, and a Cross-Platform Retinal Biomarker Result","Justin H. Johnson, Nicholas Bedworth",2026-07-15,2026-07-17,relevant,91,deep-research-agents,openalex,https://doi.org/10.5281/zenodo.21383332,10.5281/zenodo.21383332,,2026,day,openalex,medium,2026-07-15,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-18,2026-07-17 08:31:04
Total Recall QA: A Verifiable Evaluation Suite for Deep Research Agents,"Mahta Rafiee, Heydar Soudani, Zahra Abbasiantaeb, Mohammad Aliannejadi, Faegheh Hasibi, Hamed Zamani",2026-07-15,2026-07-17,relevant,91,deep-research-agents,openalex,https://doi.org/10.1145/3805712.3808629,10.1145/3805712.3808629,,2026,day,openalex,medium,2026-07-15,unknown,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-17,2026-07-17 08:31:04
FinResearchBench II: A Deep Research Benchmark with Consensus-Derived Gold Rubrics for Distinguishing Financial Report Quality,"Beidi Luan, Rui Sun, Sinuo Wang, Yan Gu, Chao Li, Zhenliang Xiong, Jing Li, Zuo Bai",2026-07-14,2026-07-15,relevant,91,deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2607.12252,10.48550/arxiv.2607.12252,2607.12252,2026,day,openalex,medium,2026-07-14,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-18,2026-07-15 08:38:23
Are LLMs Ready for Scientific Discovery? A Capability-Oriented Benchmark for AI Scientists,"Chuhan Shi, Xiaoquan Ren, Sicheng Song, Haobo Li, Rui Sheng, Yushi Sun",2026-07-13,2026-07-14,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2607.11079,10.48550/arxiv.2607.11079,2607.11079,2026,day,openalex,medium,2026-07-13,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-16,2026-07-14 08:36:21
Humanities Writing Companion: An Agent Skill for Voice-Preserving Humanities Academic Writing,Cong Shen,2026-07-13,2026-07-14,relevant,93,citation-grounding; deep-research-agents,openalex,https://github.com/tizzy916/claude-skill-humanities-writing-companion,10.5281/zenodo.20280772,,2026,day,openalex,medium,2026-07-13,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-16,2026-07-14 16:44:51
NVAITC AI Scientist: A Governed End-to-End Research System -- A Hypertension GWAS Case Study,"Eddie Huang, Ken Ying-Kai Liao, Iven Fu, Yang-Hsien Lin, Chao-Shun Zhan, Andy Liao, Virginia Chen, Johnson Sun, Pika Wang, Richard Huang, Jiun-Cheng Jiang, Ting-Yuan Liu, Hsing-Fang Lu, Ray Y. Lee, Chi-Chou Liao, Simon See, Fuu-Jen Tsai",2026-07-13,2026-07-14,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2607.11084,10.48550/arxiv.2607.11084,2607.11084,2026,day,openalex,medium,2026-07-13,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-16,2026-07-14 08:36:21
Distributed Denial of Science: How Indirect Data Poisoning of AI Systems Can Industrialize Scientific Fraud,"Bálint Gyevnár, Atoosa Kasirzadeh, Nihar B. Shah",2026-07-12,2026-07-14,relevant,91,deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2607.10712,,2607.10712,2026,day,openalex,medium,2026-07-12,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-17,2026-07-14 08:35:43
GAE: Graph-Augmented Evolution for Scientific Discovery via Reinforcement Optimization,"Xuanzhou Chen, Taoli Cheng",2026-07-11,2026-07-14,relevant,93,ai-scientist; deep-research-agents,arxiv,https://arxiv.org/abs/2607.10127v1,,2607.10127,2026,day,arxiv,high,2026-07-11,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,2026-07-11,2026-07-11,2026-07-14 08:36:31
MMGPE vs. General-Purpose Biomedical AI Agents Differentiating Structured Multi-Mechanism Disease Reasoning from Autonomous Biomedical Research Systems,Melinda B. Chu,2026-07-11,2026-07-14,relevant,91,deep-research-agents,openalex,https://doi.org/10.5281/zenodo.21313591,10.5281/zenodo.21313591,,2026,day,openalex,medium,2026-07-11,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-12,2026-07-14 16:44:53
Toward Auditable AI Scientists: A Hypothesis Evolution Protocol for LLM Agents,"Izumi Takahara, Teruyasu Mizoguchi",2026-07-10,2026-07-13,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2607.09195,10.48550/arxiv.2607.09195,2607.09195,2026,day,openalex,medium,2026-07-10,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-16,2026-07-13 10:00:34
Which ‘AI scientist’ suits your lab? A guide for the perplexed,Ewen Callaway,2026-07-10,2026-07-14,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.1038/d41586-026-02091-6,10.1038/d41586-026-02091-6,,2026,day,openalex,medium,2026-07-10,peer_reviewed,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-11,2026-07-14 16:44:54
FirstResearch: Auditable Question Formation for LLM Scientific Discovery Agents,Yufeng Wang,2026-07-06,2026-07-08,relevant,93,ai-scientist; deep-research-agents,arxiv; semantic_scholar,https://www.semanticscholar.org/paper/8d9228185b398cb6bd54e70d142df56a0e8368b0,,2607.05682,2026,day,arxiv,high,2026-07-06,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,2026-07-06,2026-07-06,2026-07-08 08:53:16
FORGE: Research-Trajectory Hijacking Attacks on Deep Research Agents,"Yue Pan, Ziheng Zhang, Junxiang Lei, Changhao Jia, Qingyi Si, Hongcheng Guo",2026-07-06,2026-07-07,relevant,91,deep-research-agents,arxiv,https://arxiv.org/abs/2607.04718v1,,2607.04718,2026,day,arxiv,high,2026-07-06,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,2026-07-06,2026-07-06,2026-07-07 10:08:38
CausalGame: Benchmarking Causal Thinking of LLM Agents in Games,"Zhenhao Chen, Yongqiang Chen, Chenxi Liu, Junchi Yu, Xiangchen Song, Zijian Li, Jialin Li, Philip Torr, Bo Han, Kun Zhang",2026-07-05,2026-07-07,relevant,93,ai-scientist; deep-research-agents,arxiv,https://arxiv.org/abs/2607.04293v1,,2607.04293,2026,day,arxiv,high,2026-07-05,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,2026-07-05,2026-07-05,2026-07-07 10:09:14
The Between-Phase Engine of Developmental Data Attribution: Empirical Validation and an Energy Scaling Law in Deep Linear Networks,Ryosuke Shiroshita,2026-07-03,2026-07-06,relevant,93,ai-scientist; deep-research-agents,openalex,https://github.com/qurore/ai-scientist-claude-code,10.5281/zenodo.21181082,,2026,day,openalex,medium,2026-07-03,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-06,2026-07-06 11:16:16
"The n-gram Wall: A Computable Control Parameter for the Formation, Retention, and Collapse of Belief-State World Models in Transformers",Ryosuke Shiroshita,2026-07-03,2026-07-06,relevant,93,ai-scientist; deep-research-agents,openalex,https://github.com/qurore/ai-scientist-claude-code,10.5281/zenodo.21149119,,2026,day,openalex,medium,2026-07-03,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-06,2026-07-06 11:16:16
Distributed Denial of Science: How Indirect Data Poisoning of Autonomous Research Agents Can Industrialize Scientific Fraud,Bálint Gyevnár,2026-07-03,2026-07-06,relevant,91,deep-research-agents,openalex,https://osf.io/kjswy,,,2026,day,openalex,medium,2026-07-03,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,78,uncertain,low,title_and_abstract,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-15T07:00:41+00:00,"The available evidence is mixed or incomplete. Automated score 78/100, low confidence, based on title and abstract.",The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.,,"No suitable baseline comparison was detected in the available text.; No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9100,False,False,,2026-08-14,2026-07-06 11:14:34
Data-centric Machine Learning and Foundation Models for Molecular Discovery,Gang Liu,2026-07-02,2026-07-06,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.7274/32840285.v1,10.7274/32840285.v1,,2026,day,openalex,medium,2026-07-02,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-03,2026-07-06 11:16:28
"Curvature, Noise, and the Learning-Rate Schedule: Predicting When Constant, Cosine, and Warmup Win across Optimizers",Ryosuke Shiroshita,2026-07-01,2026-07-06,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.5281/zenodo.21086928,10.5281/zenodo.21086928,,2026,day,openalex,medium,2026-07-01,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-03,2026-07-06 11:16:16
Minos: A Multi-Agent Collaborative Framework for Provenance-Based Backward Tracking,"Jiahui Wang, Zhenyuan Li, Zhengkai Wang, Xiangmin Shen, Fan Zhang",2026-07-01,2026-07-03,relevant,93,citation-grounding; deep-research-agents,semantic_scholar; arxiv,https://www.semanticscholar.org/paper/25ec27ac37209016869d85dfe961fff9c484a23d,,2607.00440,2026,day,semantic_scholar,medium,2026-07-01,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,,2026-07-03 09:55:42
"When Will It Grok? Early, Cheap Prediction of Delayed Generalization, and How Far It Transfers",Ryosuke Shiroshita,2026-07-01,2026-07-06,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.5281/zenodo.21111121,10.5281/zenodo.21111121,,2026,day,openalex,medium,2026-07-01,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-02,2026-07-06 11:16:16
One Reflection Is Not Enough: Self-Correcting Autonomous Research via Multi-Hypothesis Failure Attribution,"J Y, Binfei Chu, Gao, Jinlu Zhang, Yiwei Ma, Yi Tan, Jiayi Ji, Xiaoshuai Sun, Rongrong Ji",2026-06-30,2026-07-01,relevant,96,deep-research-agents; citation-grounding,openalex; arxiv,https://doi.org/10.48550/arxiv.2606.31478,10.48550/arxiv.2606.31478,2606.31478,2026,day,openalex,medium,2026-06-30,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9600,False,False,,2026-07-03,2026-07-01 10:25:55
Agentic-Ideation: Sample Efficient Agentic Trajectories Synthesis for Scientific Ideation Agents,"Keyu Zhao, Lingyan Kong, Fengli Xu, Yong Li",2026-06-30,2026-07-01,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2606.31229,10.48550/arxiv.2606.31229,2606.31229,2026,day,openalex,medium,2026-06-30,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-03,2026-07-01 10:26:31
The Calibration Turn in AI-Assisted Research: A Conceptual and Methodological Framework for Evidence-Licensed Claims,Hongmin Li,2026-06-30,2026-07-01,relevant,93,deep-research-agents; ai-scientist,openalex; arxiv,https://arxiv.org/abs/2606.31273,10.48550/arxiv.2606.31273,2606.31273,2026,day,openalex,medium,2026-06-30,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-03,2026-07-01 10:26:31
Checklist Rubric-Driven Iterative Control for Mitigating Context Drift in Deep Research Agents,"Minseok Kim, Yuchul Jung",2026-06-30,2026-07-06,relevant,91,deep-research-agents,openalex,https://doi.org/10.14801/jkiit.2026.24.6.1,10.14801/jkiit.2026.24.6.1,,2026,day,openalex,medium,2026-06-30,peer_reviewed,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-04,2026-07-06 11:14:34
Hephaestus: Toward a Cybersecurity AI Scientist,"Jiaqi Li, Yang Zhao, Wen Lu, Lvyang Zhang, Lidong Zhai",2026-06-29,2026-06-30,relevant,98,ai-scientist; multi-agent-research; deep-research-agents,openalex; arxiv; semantic_scholar,https://arxiv.org/abs/2606.29981,10.48550/arxiv.2606.29981,2606.29981,2026,day,openalex,medium,2026-06-29,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9800,False,False,,2026-07-03,2026-06-30 10:12:22
DEEPMED Search: An Open-Source Agentic Platform for Medical Deep Research with Introspective Verification,"Maolin Liu, Fanyu Xu, Ruoqing Xu, Jiahang Zhang, Hao Wang, Rui Wang",2026-06-29,2026-07-06,relevant,93,citation-grounding; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2606.29746,10.48550/arxiv.2606.29746,2606.29746,2026,day,openalex,medium,2026-06-29,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-03,2026-07-06 11:14:34
"From Classroom to Cubicle: Academic Origins, InstitutionalTrajectories, and Research Impact of AI Scientists atMAANG Companies",Kunal Dhanda,2026-06-29,2026-07-06,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.21203/rs.3.rs-10145541/v1,10.21203/rs.3.rs-10145541/v1,,2026,day,openalex,medium,2026-06-29,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-01,2026-07-06 11:16:16
Joint discovery of governing partial differential equations from multi-source datasets by competitive optimization,"Hao Xu, Siyu Lou, Yuntian Chen, Dongxiao Zhang",2026-06-29,2026-07-01,relevant,93,ai-scientist; deep-research-agents,arxiv,https://arxiv.org/abs/2606.30699v1,,2606.30699,2026,day,arxiv,high,2026-06-29,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,2026-06-29,2026-06-29,2026-07-01 10:26:52
Clarus: Coordinating Autonomous Research Agents toward Web-Scale Scientific Collaboration,"Zihan Guo, Zeyi Chen, Zhiyu Chen, Zicai Cui, Shuai Shao, Bo Huang, Zhi Han, Y Song, Yuan Yuan, Chenxi Zeng, Xiaohang Nie, Zhengxi Yu, Hanwen Zhu, J G Liao, Ming Zhou, Yang Li, Yuanjian Zhou, Weinan Zhang",2026-06-29,2026-06-30,relevant,91,deep-research-agents,openalex; arxiv; semantic_scholar,https://doi.org/10.48550/arxiv.2606.30246,10.48550/arxiv.2606.30246,2606.30246,2026,day,openalex,medium,2026-06-29,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-03,2026-06-30 10:11:56
AICID: Unique Identifiers for AI Scientists,"Clément Vidal, Martin Monperrus",2026-06-27,2026-06-30,relevant,93,ai-scientist; deep-research-agents,arxiv,https://arxiv.org/abs/2606.28756v2,,2606.28756,2026,day,arxiv,high,2026-06-27,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,2026-06-30,2026-06-30,2026-06-30 10:12:22
GVIM 2.0: A Multi-Agent Research System for Chemistry and Materials Science,Kangyong Ma,2026-06-26,2026-06-29,relevant,94,deep-research-agents; multi-agent-research; scientific-discovery,openalex,https://doi.org/10.26434/chemrxiv.15005228/v1,10.26434/chemrxiv.15005228/v1,,2026,day,openalex,medium,2026-06-26,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9400,False,False,,2026-06-27,2026-06-29 05:17:37
Socratic agents for autonomous scientific discovery in high-dimensional physical systems,"Xianrui Zeng, Pengfei Liu, Yirui Zang, Yang Shen, Fei Yu, C Shijia Yu, M Y Liu, Yang Du",2026-06-25,2026-06-29,relevant,95,ai-scientist; hypothesis-experiment; deep-research-agents; citation-grounding,openalex; arxiv,https://doi.org/10.48550/arxiv.2606.26722,10.48550/arxiv.2606.26722,2606.26722,2026,day,openalex,medium,2026-06-25,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9500,False,False,,2026-06-28,2026-06-29 05:16:55
