title,authors,publication_date,first_seen_date,relevance_decision,relevance_score,tags,sources,url,doi,arxiv_id,publication_year,publication_date_precision,publication_date_source,publication_date_confidence,effective_sort_date,quality_score,quality_recommendation,quality_confidence,quality_assessment_scope,quality_paper_type,quality_assessment_version,quality_rubric_version,quality_assessor_type,quality_assessor_model,quality_assessed_at,quality_summary,quality_strengths,quality_concerns,quality_missing_information,quality_score_cap,quality_score_cap_reason,combined_rank_score,quality_downranked,quality_suppressed,latest_revision_date,source_updated_date,first_seen_at
MemVLN: Episodic and Procedural Memory for Vision-and-Language Navigation,"Yuqi Liu, Shengju Qian, Tianyuan Qu, Mingxian Lin, Zixuan Wang, Xin Wang, Bei Yu, Jiaya Jia",2026-07-26,2026-07-28,relevant,91,memory-types; agent-memory; memory-systems; llm-agents,openalex; arxiv; semantic_scholar,https://arxiv.org/abs/2607.23504,10.48550/arxiv.2607.23504,2607.23504,2026,day,openalex,medium,2026-07-26,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-29,2026-07-28 09:07:04
MERIT: released runs and episode traces for a cost-aware evaluation of long-term memory in tool-using LLM agents,"Shweta Mishra, SHASHANK MISHRA",2026-07-26,2026-07-28,relevant,91,llm-agents; long-term-memory; evaluation; agent-memory; memory-systems,openalex,https://doi.org/10.5281/zenodo.21591178,10.5281/zenodo.21591178,,2026,day,openalex,medium,2026-07-26,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-27,2026-07-28 09:07:25
"robo-cortex: Git-Anchored, Evidence-Based Memory for AI Coding Agents",Sorin Neagu,2026-07-26,2026-07-28,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,openalex,https://github.com/robotel-limited/robo-cortex,10.5281/zenodo.21610869,,2026,day,openalex,medium,2026-07-26,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-29,2026-07-28 09:07:25
Navigating Epistemic Parity in LLM Agents: A Benchmark for Cross-Source Conflict Resolution Between Memory and Procedural Skills,Prakhar Pandey,2026-07-24,2026-07-26,relevant,91,llm-agents; memory-types; evaluation; agent-memory; memory-systems,openalex,https://github.com/prakhar1605/epistemic-parity-bench,10.5281/zenodo.21533560,,2026,day,openalex,medium,2026-07-24,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-25,2026-07-26 08:41:21
"Precompiled KV Memory Modules: Relocatable, Composable Agent Memory for LLM Inference Runtimes",Luis Andrés González Picazo,2026-07-22,2026-07-24,relevant,90,agent-memory; llm-agents; evaluation; memory-systems,openalex,https://doi.org/10.5281/zenodo.21499494,10.5281/zenodo.21499494,,2026,day,openalex,medium,2026-07-22,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-08-24,2026-07-24 08:46:28
Dimension Reduction for Quantum Adaptive Agents,"Rishi Sundar, Thomas J. Elliott",2026-07-21,2026-07-22,relevant,99,benchmark; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2607.19156,10.48550/arxiv.2607.19156,2607.19156,2026,day,openalex,medium,2026-07-21,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9900,False,False,,2026-07-28,2026-07-22 08:46:42
Autoresearch with Coding Agents: Generalizers and Metric-Maximizers on Quran Recitation Data,"Nursultan Askarbekuly, Mohamad Al Mdfaa, Ahmed Helaly, Gonzalo Ferrer, Manuel Mazzara",2026-07-20,2026-07-21,relevant,100,long-term-memory; evaluation; deep-research; agent-memory; memory-systems; llm-agents,arxiv,https://arxiv.org/abs/2607.18064v1,,2607.18064,2026,day,arxiv,high,2026-07-20,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,2026-07-20,2026-07-20,2026-07-21 08:47:42
Retain or Consolidate? Budget-Dependent Operator Selection for Language Agent Memory,"Qingcan Kang, Mingyang Liu, Shixiong Kai, Kaichao Liang, Tang Z, Yuqi Cui, Tao Zhong, Mingxuan Yuan",2026-07-20,2026-07-21,relevant,100,agent-memory; memory-policy; benchmark; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2607.17545,10.48550/arxiv.2607.17545,2607.17545,2026,day,openalex,medium,2026-07-20,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-08-26,2026-07-21 08:47:42
Beyond Resolved Rate: A Non-Functional Quality Study,"Xin Sun, Daniel Ståhl, Kristian Sandahl, Christoph Kessler",2026-07-20,2026-07-22,relevant,99,benchmark; evaluation; agent-memory; memory-systems; llm-agents,arxiv,https://arxiv.org/abs/2607.18462v1,,2607.18462,2026,day,arxiv,high,2026-07-20,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9900,False,False,2026-07-20,2026-07-20,2026-07-22 08:46:42
Discard the Container: Silk Thread Memory and the Case for Agent Minimalism,Yuan Tian,2026-07-19,2026-07-20,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21442211,10.5281/zenodo.21442211,,2026,day,openalex,medium,2026-07-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-28,2026-07-20 09:36:24
"Notarized, Retrodictive Memory for AI Agents: Priority Note on a Local-First Architecture with Offline Cryptographic Verification",José Casado Martínez,2026-07-19,2026-07-20,relevant,90,agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21438983,10.5281/zenodo.21438983,,2026,day,openalex,medium,2026-07-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-07-20,2026-07-20 09:36:25
From Memory to Skills: Evidence-Grounded Co-Evolution Governance for Long-Horizon LLM Agents,"B Tang, Yang Zhang, Guomian Zhuang, Wenqiang Wei, Gaoyang Zheng, Lindong Xie, Yanchao Tan, Feiyu Xiong, Qingyu Yang, Edward Chung, Zhiyu li",2026-07-18,2026-07-21,relevant,99,llm-agents; memory-systems; benchmark; agent-memory,openalex; arxiv,https://arxiv.org/abs/2607.16621,10.48550/arxiv.2607.16621,2607.16621,2026,day,openalex,medium,2026-07-18,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9900,False,False,,2026-07-23,2026-07-21 08:47:42
Whose Memory Is this? Measuring and Fencing Self-Attribution of Injected Memory in LLM Agents,Joshua Nissen,2026-07-18,2026-07-20,relevant,91,agent-memory; llm-agents; memory-systems; long-term-memory,openalex,https://doi.org/10.5281/zenodo.21429368,10.5281/zenodo.21429368,,2026,day,openalex,medium,2026-07-18,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-19,2026-07-20 09:36:24
Provenance Is Not Independence: The False-Corroboration Exclusion Rule for Multi-Agent Memory,Phillip Austin Green,2026-07-18,2026-07-20,relevant,90,agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21431717,10.5281/zenodo.21431717,,2026,day,openalex,medium,2026-07-18,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-07-19,2026-07-20 09:36:24
SkillNav: Score-Level Skill Intervention for Zero-Shot Object Goal Navigation,"Ruijie Sang, Yiqun Duan, Pinhan Fu, Ruilin Wang, Wei Sui, Xianda Guo",2026-07-17,2026-07-20,relevant,91,memory-types; agent-memory; memory-systems; llm-agents,arxiv,https://arxiv.org/abs/2607.15758v1,,2607.15758,2026,day,arxiv,high,2026-07-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,2026-07-17,2026-07-17,2026-07-20 09:35:56
PurgeBench: A Benchmark and Metric for Adversarial Memory-Poison Recovery in LLM Agents,Munirathinam Thamilvendhan,2026-07-16,2026-07-17,relevant,99,agent-memory; llm-agents; benchmark; memory-systems,openalex,https://doi.org/10.5281/zenodo.21390639,10.5281/zenodo.21390639,,2026,day,openalex,medium,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9900,False,False,,2026-08-21,2026-07-17 08:30:34
Bad Memory: Evaluating Prompt Injection Risks from Memory in Agentic Systems,"Soham Gadgil, David Alexander, Sai Sunku, Franziska Roesner",2026-07-16,2026-07-17,relevant,91,long-term-memory; evaluation; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2607.14611,10.48550/arxiv.2607.14611,2607.14611,2026,day,openalex,medium,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-20,2026-07-17 08:30:13
Harnessing agent memory to build lifelong AI partners for materials scientists,"Siyu Liu, Bo Hu, Beilin Ye, He Cao, David J Srolovitz, Tongqi Wen",2026-07-16,2026-07-18,relevant,91,agent-memory; long-term-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2608.11224,10.13140/rg.2.2.26403.41763,2608.11224,2026,day,openalex,medium,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-29,2026-07-18 08:11:46
Lost in the PDFs: Context Degradation and Parametric Hallucinations in LLM UIs,Gabriele,2026-07-16,2026-07-18,relevant,91,parametric-memory; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21396857,10.5281/zenodo.21396857,,2026,day,openalex,medium,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-24,2026-07-18 08:11:51
"Semantic Fidelity Paper Series: AI Systems, Memory, Governance, and Model Drift",A. Jacobs,2026-07-16,2026-07-18,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.6084/m9.figshare.33007766.v1,10.6084/m9.figshare.33007766.v1,,2026,day,openalex,medium,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-17,2026-07-18 08:11:47
The Ledger Knows What the Weights Know: Entity-Level Parametric Memory with Provenance Guarantees for LLM Agents,Caio Vicentino,2026-07-16,2026-07-17,relevant,91,agent-memory; llm-agents; parametric-memory; memory-systems,openalex,https://doi.org/10.5281/zenodo.21396695,10.5281/zenodo.21396695,,2026,day,openalex,medium,2026-07-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-17,2026-07-17 08:30:34
PurgeBench: A Protocol and Metric for Adversarial Memory-Poison Recovery in LLM Agents,Thamilvendhan Munirathinam,2026-07-15,2026-07-17,relevant,99,agent-memory; llm-agents; benchmark; memory-systems,openalex,https://github.com/mthamil107/purgebench,10.5281/zenodo.21379141,,2026,day,openalex,medium,2026-07-15,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9900,False,False,,2026-07-18,2026-07-17 08:30:34
MemOps: Benchmarking Lifecycle Memory Operations in Long-Horizon Conversations,"Xixuan Hao, Zeyu Zhang, Zehao Lin, Yihang Sun, Ziliang Guo, Xichong Zhang, Y Liang, Feiyu Xiong, Zhiyu Li",2026-07-14,2026-07-15,relevant,91,long-term-memory; evaluation; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2607.12893,,2607.12893,2026,day,openalex,medium,2026-07-14,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-17,2026-07-15 08:37:41
Speculate with Memory: Lossless Acceleration for LLM Agents,"Yu Li, Qinyuan Ye, Prafulla Kumar Choubey, Jiaxin Zhang, C E Wu",2026-07-14,2026-07-15,relevant,91,llm-agents; memory-systems; memory-types; agent-memory,openalex; arxiv,https://arxiv.org/abs/2607.12236,10.48550/arxiv.2607.12236,2607.12236,2026,day,openalex,medium,2026-07-14,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-18,2026-07-15 08:37:41
OpsMem: Dual-Memory Reasoning with Cross-Memory Resonance for Failure Diagnosis,"Yongqian Sun, Rongchen Gao, Yu Luo, Wenwei Gu, Shenglin Zhang, Qingyi Guo, Qiuai Fu, Yaoliang Wu, Dan Pei",2026-07-13,2026-07-14,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://doi.org/10.48550/arxiv.2607.11357,10.48550/arxiv.2607.11357,2607.11357,2026,day,openalex,medium,2026-07-13,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-16,2026-07-14 16:43:51
A Glimpse into Long-term Physical Coexistence with Intelligent Robots,"Weiqi Jin, Peijun Tang, Kuncheng Luo, Baifu Huang, Binyan Sun, Haotian Yang, Shangjin Xie, Jianan Wang",2026-07-13,2026-07-14,relevant,90,agent-memory; memory-systems; llm-agents,arxiv,https://arxiv.org/abs/2607.11377v1,,2607.11377,2026,day,arxiv,high,2026-07-13,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,2026-07-13,2026-07-13,2026-07-14 08:30:10
SymbOmni: Evolving Agentic Omni Models via Symbolic Concept Learning,"Jinxiu Liu, Jianru Li, Tanqing Kuang, Xuanming Liu, Kangfu Mei, Yandong Wen, Weiyang Liu",2026-07-13,2026-07-15,relevant,90,agent-memory; memory-systems; llm-agents,arxiv,https://arxiv.org/abs/2607.12042v1,,2607.12042,2026,day,arxiv,high,2026-07-13,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,2026-07-13,2026-07-13,2026-07-15 08:37:41
Experience to Competence Without Weight Updates: Pre-Registered Falsifiable Gates for Agent Memory,Matthias Raviotta,2026-07-12,2026-07-13,relevant,90,agent-memory; llm-agents; memory-systems,openalex,https://doi.org/10.5281/zenodo.21323672,10.5281/zenodo.21323672,,2026,day,openalex,medium,2026-07-12,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-07-13,2026-07-13 09:52:58
Voror memory-poisoning benchmark corpora and measured defense matrix (2026-07-11),Jean-Philippe Lalonde,2026-07-11,2026-07-13,relevant,99,agent-memory; benchmark; memory-systems; llm-agents,openalex,https://github.com/jplalonde11/voror,10.5281/zenodo.21303409,,2026,day,openalex,medium,2026-07-11,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9900,False,False,,2026-07-14,2026-07-13 09:55:25
arielagor/lem-research: Learning to Withdraw v1.0 — Reflexive Environments Benchmark for Agent Memory,Ariel Agor,2026-07-10,2026-07-13,relevant,99,agent-memory; benchmark; memory-systems; llm-agents,openalex,https://github.com/arielagor/lem-research/tree/v1.0,10.5281/zenodo.21301554,,2026,day,openalex,medium,2026-07-10,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9900,False,False,,2026-07-13,2026-07-13 09:52:58
SAGEAgent: A Self-Evolving Agent for Cost-Aware Modality Acquisition in Multimodal Survival Prediction,"Chongyu Qu, Can Cui, Zhengyi Lu, Junchao Zhu, Tianyuan Yao, Junlin Guo, Juming Xiong, Yanfan Zhu, Yuechen Yang, Bennett A. Landman, Yuankai Huo",2026-07-10,2026-07-14,relevant,91,memory-types; agent-memory; memory-systems; llm-agents,arxiv,https://arxiv.org/abs/2607.09521v1,,2607.09521,2026,day,arxiv,high,2026-07-10,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,2026-07-10,2026-07-10,2026-07-14 16:43:51
LongMedBench: Benchmarking Medical Agents for Long-Horizon Clinical Decision-Making,"Yanzhen Chen, Zhewei Xu, Xin Zhang, Zhiting Fan, Weiqi Zhai, Hongxia Xu, Zuozhu Liu",2026-07-10,2026-07-13,relevant,90,agent-memory; memory-systems; llm-agents,openalex; arxiv,https://doi.org/10.48550/arxiv.2607.09322,10.48550/arxiv.2607.09322,2607.09322,2026,day,openalex,medium,2026-07-10,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-07-16,2026-07-13 09:52:54
Write-Protected Discrete Bottlenecks for Language-Grounded World Models: A Structural Limitation and Sufficient Fix,Jiayi Fang,2026-07-09,2026-07-14,relevant,91,parametric-memory; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://doi.org/10.48550/arxiv.2607.08312,10.48550/arxiv.2607.08312,2607.08312,2026,day,openalex,medium,2026-07-09,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-21,2026-07-14 08:30:48
TF-Engram: A Train-Free Engram with SSD-Backed Memory for Large Language Models,"Yutang Ma, Kecheng Huang, X. Jiang, Zili Shao",2026-07-08,2026-07-10,relevant,100,memory-types; parametric-memory; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2607.07388,10.48550/arxiv.2607.07388,2607.07388,2026,day,openalex,medium,2026-07-08,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-08-01,2026-07-10 10:00:42
"Context-Aware Planning, Reasoning, and Adaptive Behaviors for Autonomous Robots",D. Gasperini,2026-07-08,2026-07-03,relevant,91,memory-types; agent-memory; memory-systems; llm-agents,openalex,https://hdl.handle.net/11567/1310336,,,2026,day,openalex,medium,2026-07-08,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-02,2026-07-03 09:49:57
Mnemonic State Graph (MSG): A Cue-Gated Human-in-the-Loop Memory Architecture for Conversational AI Systems,"Agnel Agnel Suresh, Machfold Ventures",2026-07-08,2026-07-10,relevant,91,agent-memory; long-term-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21252407,10.5281/zenodo.21252407,,2026,day,openalex,medium,2026-07-08,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-12,2026-07-10 09:57:06
Verified Semantic Transitions (VST): Belief-Gated State Change and Repair-Invariant Memory for Reliable Long-Horizon AI Agents,Gabriel Allit,2026-07-08,2026-07-14,relevant,91,memory-policy; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21270654,10.5281/zenodo.21270654,,2026,day,openalex,medium,2026-07-08,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-12,2026-07-14 16:44:15
A Large Language Model-Driven Agent-Based Modeling Framework with Multi-Round Communication for Simulating Vaccine Opinion Dynamics,"Bo Zhang, Na Jiang",2026-07-08,2026-07-10,relevant,90,evaluation; agent-memory; memory-systems; llm-agents,arxiv; openalex,https://arxiv.org/abs/2607.07387v1,10.48550/arxiv.2607.07387,2607.07387,2026,day,arxiv,high,2026-07-08,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,2026-07-08,2026-07-08,2026-07-10 09:57:37
Information-Space Guided Memory Reconstruction: Coupling ISD Kinematics with Associative Graph Memory for LLM Agents,William Westlake,2026-07-08,2026-07-10,relevant,90,agent-memory; llm-agents; memory-systems,openalex,https://doi.org/10.5281/zenodo.21264553,10.5281/zenodo.21264553,,2026,day,openalex,medium,2026-07-08,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-07-09,2026-07-10 09:56:50
Memory Is Not Live State — Cross-Agent Memory Governance by Transplanting the Reflective Context Governor onto Agent Memory (memgov v0.1.0),Toeda Taiko,2026-07-07,2026-07-09,relevant,100,agent-memory; long-term-memory; memory-policy; memory-systems; llm-agents,openalex,https://github.com/mobius-style/memgov,10.5281/zenodo.21231157,,2026,day,openalex,medium,2026-07-07,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-08-01,2026-07-09 10:04:46
From Organizational Knowledge to AI Agent Memory: Empirical Validation of the SECI Model on the LongMemEval Benchmark,Dmitrij Żatuchin,2026-07-07,2026-07-09,relevant,99,agent-memory; benchmark; memory-systems; llm-agents,openalex,https://doi.org/10.21203/rs.3.rs-9801639/v1,10.21203/rs.3.rs-9801639/v1,,2026,day,openalex,medium,2026-07-07,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9900,False,False,,2026-07-14,2026-07-09 10:04:46
A Triphasic Sleep-Consolidated Neuro-Symbolic Framework for Lifelong Agent Autonomy,Aayudesh Kaparthi,2026-07-07,2026-07-09,relevant,91,memory-policy; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21245471,10.5281/zenodo.21245471,,2026,day,openalex,medium,2026-07-07,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-08,2026-07-09 10:04:52
OmegA: A Layered Architecture for Sovereign Cognitive Agents,"Yett, Ryan W., Chyren Sovereign Intelligence",2026-07-07,2026-07-09,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21233988,10.5281/zenodo.21233988,,2026,day,openalex,medium,2026-07-07,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-11,2026-07-09 10:04:52
"UnisonAI: A Forced, Derived Language Architecture with Zero Parameters — Attention, it turns out, was not all you need",Maria Smith,2026-07-07,2026-07-08,relevant,91,parametric-memory; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21229565,10.5281/zenodo.21229565,,2026,day,openalex,medium,2026-07-07,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-07,2026-07-08 08:52:01
"UnisonAI: A Forced, Derived Omni-Model Architecture with Zero Parameters — Attention, it turns out, was not all you need",Maria Smith,2026-07-07,2026-07-08,relevant,91,parametric-memory; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21234613,10.5281/zenodo.21234613,,2026,day,openalex,medium,2026-07-07,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-08,2026-07-08 08:52:01
ReflectWorld-MM: An Entity-Oriented Multimodal Memory System for Open-Ended Video Streams,"Xiaokang Ma, Yifan Sun, Zhihong Jin, Jie Gu, Yudong Luo, Shenyi Shao, Chu Tang, Jingmin Chen, Li Pu",2026-07-06,2026-07-14,relevant,100,long-term-memory; memory-types; agent-memory; memory-systems; llm-agents,arxiv,https://arxiv.org/abs/2607.09759v2,,2607.09759,2026,day,arxiv,high,2026-07-06,78,uncertain,low,title_and_abstract,systems_or_application,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-16T06:01:22+00:00,"The available evidence is mixed or incomplete. Automated score 78/100, low confidence, based on title and abstract.",The contribution is stated explicitly.,,"No suitable baseline comparison was detected in the available text.; No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9952,False,False,2026-07-14,2026-07-14,2026-07-14 16:43:51
Beyond Memory: A Templated Substrate for Heterogeneous Collaborative Knowledge Work with LLM Agents,"Priscila Saboia Moreira, Charles Vardeman II, Christopher Sweet",2026-07-06,2026-07-08,relevant,91,llm-agents; long-term-memory; agent-memory; memory-systems,openalex,https://doi.org/10.5281/zenodo.21229213,10.5281/zenodo.21229213,,2026,day,openalex,medium,2026-07-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-07,2026-07-08 08:47:53
"Parametric Memory: The L2 Cache for AI — A Verifiable, Predictive Memory Substrate for Agents",Parametric Memory,2026-07-06,2026-07-08,relevant,91,parametric-memory; agent-memory; memory-systems; llm-agents,openalex,https://www.wikidata.org/wiki/Q140446437,10.5281/zenodo.21213464,,2026,day,openalex,medium,2026-07-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-15,2026-07-08 08:47:39
Quantum enhanced colony predation algorithm with episodic memory and energy fatigue for multilevel color image thresholding,"T. Supraja, Kankanala Srinivas",2026-07-06,2026-07-09,relevant,91,memory-types; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.1038/s41598-026-60023-w,10.1038/s41598-026-60023-w,,2026,day,openalex,medium,2026-07-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-08,2026-07-09 10:07:40
When Claws Remember but Do Not Tell: Stealthy Memory Injection in Persistent Personal Agents,"Yechao Zhang, Shiqian Zhao, Jiawen Zhang, Jie Zhang, Gelei Deng, Xiaogeng Liu, Chaowei Xiao, Tianwei Zhang",2026-07-06,2026-07-09,relevant,91,long-term-memory; evaluation; agent-memory; memory-systems; llm-agents,semantic_scholar; arxiv; openalex,https://arxiv.org/abs/2607.05189v1,10.48550/arxiv.2607.05189,2607.05189,2026,day,semantic_scholar,medium,2026-07-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-06,2026-07-09 10:04:52
WhereIsTom520/openMegatron: OpenMegatron v1.3.0,WhereIsTom,2026-07-06,2026-07-09,relevant,91,long-term-memory; evaluation; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.20711520,10.5281/zenodo.20711520,,2026,day,openalex,medium,2026-07-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-07,2026-07-09 10:08:27
Your Agent's Memories Are Not Its Own: Forged Reasoning Attacks on LLM Agent Memory and Defenses,"Neeraj Karamchandani, Piyush Nagasubramaniam, Sencun Zhu, Dinghao Wu",2026-07-06,2026-07-07,relevant,91,agent-memory; llm-agents; long-term-memory; memory-systems,openalex; arxiv; semantic_scholar,https://arxiv.org/abs/2607.05029,10.48550/arxiv.2607.05029,2607.05029,2026,day,openalex,medium,2026-07-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-10,2026-07-07 10:02:32
MemoryBioRAG: A Reproducible Methodology for Vector-Free Biomimetic Agent Memory Using Conceptual Spaces and Synaptic Graphs on SQLite,Dennys José Márquez Reyes,2026-07-05,2026-07-06,relevant,100,agent-memory; memory-policy; benchmark; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21204977,10.5281/zenodo.21204977,,2026,day,openalex,medium,2026-07-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-07-08,2026-07-06 11:09:26
"Borrowable Skills as Lean Un-Ganglia Subgraphs: trainable, composable, bounded-loop standard operating procedures in a co-located, owner-held, indelible knowledge multi-graph",Nelu Lazar,2026-07-05,2026-07-06,relevant,91,parametric-memory; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21205599,10.5281/zenodo.21205599,,2026,day,openalex,medium,2026-07-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-08,2026-07-06 11:13:57
"Deterministic Long-Term Memory for LLM Agents: Hybrid Retrieval, Document Graph, and Write-Path Scalability in Air-Gapped Environments",Alexandr Slednev,2026-07-05,2026-07-06,relevant,91,agent-memory; llm-agents; long-term-memory; memory-systems,openalex,https://foxops.tech/research/memory/preprint,10.5281/zenodo.21210732,,2026,day,openalex,medium,2026-07-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-08,2026-07-06 11:09:34
PLACEMEM: Toward a Compute-Aware Memory Plane for Lifelong Agents,Sukanta Ganguly,2026-07-05,2026-07-07,relevant,90,agent-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2607.04089,10.48550/arxiv.2607.04089,2607.04089,2026,day,openalex,medium,2026-07-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-07-10,2026-07-07 10:02:32
EL ESPEJO DE LOS DISMEJANTES,ricardo moyano,2026-07-04,2026-07-09,relevant,91,memory-types; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21197577,10.5281/zenodo.21197577,,2026,day,openalex,medium,2026-07-04,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-05,2026-07-09 10:04:58
